iter	RMSE
316	0.1850236412
317	0.1847288824
318	0.184440883
319	0.1841522431
320	0.1838548586
321	0.1835825652
322	0.1833016224
323	0.1830166169
324	0.182751935
325	0.1824826203
326	0.1822194023
327	0.1819678099
328	0.1816907153
329	0.181430373
330	0.181190121
331	0.1809312816
332	0.1806672232
333	0.1804353977
334	0.1801663575
335	0.1799281033
336	0.1796794024
337	0.1794235173
338	0.1791725298
339	0.1789475072
340	0.1787270452
341	0.1785052984
342	0.1782828181
343	0.1780766093
344	0.1778456683
345	0.1776118504
346	0.1773817094
347	0.177168677
348	0.1769622324
349	0.1767389642
350	0.1765437567
351	0.1763257611
352	0.1761378158
353	0.1759201705
354	0.175700945
355	0.175492342
356	0.1752810794
357	0.1750944933
358	0.1748908921
359	0.1747149509
360	0.174498379
361	0.1743180452
362	0.1741343276
363	0.17390028
364	0.1737200972
365	0.1735166304
366	0.1733422791
367	0.17316548
368	0.1729864106
369	0.1728164919
370	0.1726340973
371	0.1724398212
372	0.1722510628
373	0.172062199
374	0.171840842
375	0.1716886782
376	0.1715113556
377	0.1713009518
378	0.1711161582
379	0.1709387533
380	0.1707785746
381	0.1706107709
382	0.170427042
383	0.1702524459
384	0.1700927862
385	0.1699389286
386	0.1697666893
387	0.1695675036
388	0.1694118269
389	0.169264144
390	0.1690760985
391	0.1689261119
392	0.1687675291
393	0.168575679
394	0.1684177095
395	0.1682703927
396	0.1681335833
397	0.1679971916
398	0.1677700718
399	0.1676171688
400	0.167421415
401	0.1672892955
402	0.1671524939
403	0.1669683813
404	0.1668271058
405	0.1666769141
406	0.1665364678
407	0.1663553267
408	0.166179154
409	0.1660558237
410	0.1659013321
411	0.1657571072
412	0.1656445669
413	0.165502452
414	0.1653711701
415	0.1652313427
416	0.1651013018
417	0.1649795863
418	0.1648665241
419	0.164676528
420	0.164545774
421	0.1644218302
422	0.1642583753
423	0.1641138966
424	0.1639897863
425	0.1638758189
426	0.1637573044
427	0.1636320597
428	0.1635344115
429	0.1634003799
430	0.1632650868
431	0.1631190225
432	0.162991794
433	0.1628669092
434	0.1627277065
435	0.1626142079
436	0.1625022175
437	0.1624088257
438	0.1622651073
439	0.1621745806
440	0.1620236743
441	0.1618902826
442	0.1617685296
443	0.1616533117
444	0.1615454729
445	0.1614348266
446	0.1613131726
447	0.1611860468
448	0.161094968
449	0.1609874614
450	0.160889585
451	0.1607245419
452	0.1605813492
453	0.1604811091
454	0.1603297452
455	0.1602397714
456	0.1601469987
457	0.1600014036
458	0.1598785859
459	0.1597574801
460	0.1596652487
461	0.1595455431
462	0.1594271189
463	0.1592902535
464	0.1591945838
465	0.159098316
466	0.1589905684
467	0.1588637859
468	0.15875811
469	0.1586249766
470	0.1585168246
471	0.1584128953
472	0.1582786888
473	0.1581804724
474	0.1580979688
475	0.1579912179
476	0.1579053204
477	0.1578097715
478	0.1577051175
479	0.1576118978
480	0.1575226199
481	0.1574023404
482	0.1572686987
483	0.1571738478
484	0.1570637407
485	0.1569374354
486	0.1568486842
487	0.156768306
488	0.1567005733
489	0.1566018511
490	0.1565113545
491	0.1564314178
492	0.1562902926
493	0.1561964384
494	0.1560979249
495	0.1560075891
496	0.1559093768
497	0.1558328117
498	0.1557313915
499	0.155660352
500	0.1555975511
501	0.1555146613
502	0.1554420554
503	0.1553549923
504	0.1551765073
505	0.1550696391
506	0.1549735221
507	0.1549039886
508	0.1548150178
509	0.1547074713
510	0.154643341
511	0.1545350856
512	0.1544635195
513	0.1543484669
514	0.1542260757
515	0.1541486508
516	0.1540619211
517	0.1539562246
518	0.1538501713
519	0.1537360533
520	0.1536630954
521	0.1536029507
522	0.1534821017
523	0.1533906672
524	0.153315273
525	0.1532171566
526	0.1531568654
527	0.153060071
528	0.1528968664
529	0.1528111525
530	0.1527296657
531	0.1526392223
532	0.1525537649
533	0.1525048567
534	0.1524253192
535	0.152334279
536	0.152213203
537	0.1521272236
538	0.1520361103
539	0.1519492299
540	0.151888325
541	0.151830333
542	0.1517362703
543	0.1516251992
544	0.1515447145
545	0.1514717403
546	0.1514070481
547	0.1513360347
548	0.1512468731
549	0.1511669679
550	0.1510920267
551	0.1510307858
552	0.1509525958
553	0.1508720179
554	0.1507961521
555	0.1507216552
556	0.1506498302
557	0.1505719893
558	0.1504945826
559	0.1504226928
560	0.1503344292
561	0.1502467782
562	0.1501277611
563	0.1500362009
564	0.149972629
565	0.1498897254
566	0.1498096314
567	0.1497539585
568	0.1496804326
569	0.1496134998
570	0.149499243
571	0.149427206
572	0.1493591741
573	0.1492851365
574	0.1491935037
575	0.1491093997
576	0.1490372476
577	0.1489603887
578	0.1488881008
579	0.1488047203
580	0.1487403036
581	0.1486976834
582	0.1486230956
583	0.1485377855
584	0.1484621455
585	0.1484080983
586	0.1483564824
587	0.1482884016
588	0.1482252157
589	0.1481531298
590	0.1480914362
591	0.1480289786
592	0.1479832088
593	0.1478828753
594	0.1478011563
595	0.1477388374
596	0.1476915271
597	0.1476223596
598	0.1475618171
599	0.1474975443
600	0.147438626
601	0.1473622982
602	0.1472692216
603	0.1472250123
604	0.1471407637
605	0.1470695039
606	0.1469746702
607	0.1469199864
608	0.1468516962
609	0.1467288426
610	0.1466710067
611	0.1466056773
612	0.1465403486
613	0.1464625377
614	0.1464086631
615	0.1463423004
616	0.1462724351
617	0.1461990674
618	0.1461224611
619	0.1460600994
620	0.1460020136
621	0.1459489626
622	0.1458707313
623	0.1457961618
624	0.1457464559
625	0.1456824576
626	0.1456053343
627	0.1455442031
628	0.1454463457
629	0.1453813783
630	0.1453168832
631	0.1452562427
632	0.1451986282
633	0.1451246724
634	0.1450473982
635	0.1450028785
636	0.1449332977
637	0.1448953868
638	0.1448512328
639	0.1448040308
640	0.1447371086
641	0.1446828736
642	0.1446325886
643	0.1445613677
644	0.144482607
645	0.1444316368
646	0.144378882
647	0.1443058342
648	0.1442361092
649	0.1441715466
650	0.1441153947
651	0.1440533226
652	0.1439956773
653	0.1439187995
654	0.1438701722
655	0.1438268182
656	0.1437438123
657	0.1437085996
658	0.1436779533
659	0.1436405684
660	0.1435573279
661	0.1435168853
662	0.1434550927
663	0.1434033152
664	0.14333369
665	0.1432611521
666	0.1431891575
667	0.1431165514
668	0.1430520082
669	0.142976045
670	0.1429262455
671	0.142865391
672	0.1428234617
673	0.1427548606
674	0.1426988457
675	0.1426306394
676	0.1425787873
677	0.1425280156
678	0.142478259
679	0.1424085091
680	0.1423593659
681	0.1423113323
682	0.1422382064
683	0.14218207
684	0.1421156924
685	0.1420454515
686	0.1419696427
687	0.1419039976
688	0.1418534827
689	0.1417900863
690	0.1417272992
691	0.1416674008
692	0.1416349854
693	0.1415785841
694	0.1414896292
695	0.1414228442
696	0.1413786108
697	0.141321179
698	0.1412520547
699	0.1411978177
700	0.1411530028
701	0.1410742917
702	0.1410278615
703	0.1409258959
704	0.1408697849
705	0.1407928255
706	0.1407164143
707	0.1406791437
708	0.1406201411
709	0.1405726278
710	0.1405173507
711	0.1404718258
712	0.1404083557
713	0.1403524065
714	0.1403064905
715	0.1402534934
716	0.1401955903
717	0.1401552384
718	0.1401065011
719	0.1400620654
720	0.1400135247
721	0.1399608176
722	0.1399226166
723	0.1398710943
724	0.1398214085
725	0.1397548743
726	0.1397054862
727	0.1396419862
728	0.1395832604
729	0.1395443189
730	0.1395040241
731	0.1394652225
732	0.1394131444
733	0.1393608482
734	0.1392978502
735	0.1392432289
736	0.1391907641
737	0.1391267882
738	0.1390862414
739	0.1390285703
740	0.1389819076
741	0.1389269208
742	0.138891956
743	0.1388507109
744	0.1387896971
745	0.1387281784
746	0.1386901633
747	0.1386105059
748	0.138548245
749	0.1384972322
750	0.1384393894
751	0.1383943973
752	0.1383465041
753	0.1382854048
754	0.1382464773
755	0.1381895895
756	0.1381322088
757	0.1380830583
758	0.1380332515
759	0.1379993224
760	0.1379552749
761	0.1378636069
762	0.1378052126
763	0.1377721529
764	0.1377285513
765	0.1376754564
766	0.1376403748
767	0.1375994484
768	0.1375625146
769	0.1374925023
770	0.1374447613
771	0.1374131688
772	0.1373789061
773	0.137322179
774	0.1372797509
775	0.1372326476
776	0.1371930389
777	0.1371381797
778	0.1370960402
779	0.137060082
780	0.1370153603
781	0.1369881106
782	0.1369427482
783	0.1368886617
784	0.1368385959
785	0.1368128078
786	0.1367632738
787	0.1367175542
788	0.1366850472
789	0.1366050154
790	0.1365635385
791	0.136496847
792	0.1364486723
793	0.1364167849
794	0.1363816735
795	0.1363428065
796	0.1362975928
797	0.1362575572
798	0.136215477
799	0.136126026
800	0.1360724986
801	0.1360462492
802	0.1359952624
803	0.1359615054
804	0.1359230436
805	0.1358822648
806	0.1358276435
807	0.1357687545
808	0.1357246919
809	0.1356806096
810	0.1356316506
811	0.1356024624
812	0.1355401799
813	0.1355020664
814	0.1354655237
815	0.1354130267
816	0.1353828225
817	0.1353278595
818	0.1352925032
819	0.1352450633
820	0.1351831607
821	0.1351400611
822	0.1350727369
823	0.135003355
824	0.1349672874
825	0.1349347854
826	0.1349054302
827	0.1348838323
828	0.1348342598
829	0.1347846744
830	0.1347350005
831	0.1347041411
832	0.1346621274
833	0.1346020302
834	0.1345480048
835	0.1344781192
836	0.1344271231
837	0.1343755491
838	0.1343345501
839	0.1342996269
840	0.1342650039
841	0.1342268323
842	0.1341474417
843	0.1340944504
844	0.1340460864
845	0.1339983303
846	0.1339443117
847	0.1338876696
848	0.1338536642
849	0.13381354
850	0.1337733385
851	0.1337259972
852	0.1336914001
853	0.1336371047
854	0.1335629834
855	0.1335147871
856	0.133478077
857	0.1334211988
858	0.1333750875
859	0.1333497226
860	0.133310469
861	0.1332712694
862	0.1332435494
863	0.1332003802
864	0.1331577662
865	0.1331128995
866	0.1330678753
867	0.1330286316
868	0.1330039128
869	0.1329570211
870	0.132923408
871	0.1328815552
872	0.1328499252
873	0.1328228689
874	0.1327915377
875	0.1327391086
876	0.1327170429
877	0.1326869005
878	0.1326420668
879	0.1325963606
880	0.1325480382
881	0.1325106864
882	0.1324623108
883	0.1324249678
884	0.1323787407
885	0.1323392321
886	0.1323105513
887	0.1322672649
888	0.1321978053
889	0.132167991
890	0.1321321863
891	0.1320851947
892	0.1320485287
893	0.1320109859
894	0.1319803012
895	0.1319319575
896	0.1318652447
897	0.1318255822
898	0.1317961648
899	0.1317593133
900	0.1317029488
901	0.1316522449
902	0.1316113721
903	0.1315698774
904	0.1315117472
905	0.1314615405
906	0.1314204809
907	0.1313801184
908	0.1313446648
909	0.1313163216
910	0.1312757939
911	0.1312253748
912	0.1311901682
913	0.1311532075
914	0.1311225
915	0.1310895839
916	0.1310569876
917	0.131022292
918	0.130981957
919	0.1309337178
920	0.1308967014
921	0.1308426387
922	0.1308080867
923	0.1307385932
924	0.1306939163
925	0.1306471605
926	0.1306233857
927	0.1305889209
928	0.1305575392
929	0.130506865
930	0.1304705206
931	0.1304350209
932	0.1303961081
933	0.1303517388
934	0.1303138022
935	0.1302741204
936	0.1302445149
937	0.1302004297
938	0.1301358139
939	0.1301027714
940	0.130063283
941	0.1300365939
942	0.1300095519
943	0.1299751934
944	0.1299316506
945	0.129893221
946	0.1298622492
947	0.1298352831
948	0.129804129
949	0.1297691096
950	0.1297322272
951	0.1296974693
952	0.1296653998
953	0.1296393989
954	0.1295918128
955	0.1295405976
956	0.1295014049
957	0.1294635174
958	0.1294168801
959	0.1293860871
960	0.1293570163
961	0.1293200219
962	0.1292843134
963	0.129255479
964	0.1292182243
965	0.1292001316
966	0.1291652757
967	0.129140568
968	0.129104014
969	0.1290373695
970	0.1290061244
971	0.128964622
972	0.1289289733
973	0.1288954236
974	0.1288587604
975	0.1288220359
976	0.128785284
977	0.1287309629
978	0.1286971917
979	0.1286660735
980	0.1286282856
981	0.1285899992
982	0.1285602778
983	0.1285185748
984	0.1284799154
985	0.1284387196
986	0.1284135486
987	0.1283779796
988	0.1283462957
989	0.128316393
990	0.1282936405
991	0.1282557371
992	0.1282253075
993	0.1281902263
994	0.1281572167
995	0.1281314615
996	0.1281073678
997	0.1280796795
998	0.1280352188
999	0.1279993682
