y,z,u,z0_m,T0,p,value,grad_z
1208.9117615922823,464.15411678811944,11.722362704061469,464.15411678811944,278.81576203415545,1.6780601164730804,-0.3244486240991791,0.010323557440877304
960.3087503164537,295.468284993794,11.722362704061469,295.468284993794,278.81576203415545,0.9153022694079913,-0.3244486240991791,0.010323557440877304
1115.0920960645317,485.3328610392727,11.722362704061469,485.3328610392727,278.81576203415545,1.6340884899637416,-0.3244486240991791,0.010323557440877304
781.7909774278215,359.69432068229753,11.722362704061469,359.69432068229753,278.81576203415545,1.199072778944598,-0.3244486240991791,0.010323557440877304
1262.1049375940656,390.5371488720122,11.722362704061469,390.5371488720122,278.81576203415545,0.8574355304937579,-0.3244486240991791,0.010323557440877304
883.6207745038946,612.7159026092087,11.722362704061469,612.7159026092087,278.81576203415545,1.4822789660768363,-0.3244486240991791,0.010323557440877304
1222.7067976590095,227.8448481849973,11.722362704061469,227.8448481849973,278.81576203415545,1.6038090091899777,-0.3244486240991791,0.010323557440877304
635.043012629783,208.34153738351955,11.722362704061469,208.34153738351955,278.81576203415545,1.2200489033543307,-0.3244486240991791,0.010323557440877304
1195.8097247262538,608.0898832167786,11.722362704061469,608.0898832167786,278.81576203415545,1.4147440579182091,-0.3244486240991791,0.010323557440877304
896.3677648278951,328.6302528903439,11.722362704061469,328.6302528903439,278.81576203415545,1.0932428223243367,-0.3244486240991791,0.010323557440877304
703.9372042683773,330.7890586923822,11.722362704061469,330.7890586923822,278.81576203415545,0.9705242231758572,-0.3244486240991791,0.010323557440877304
1135.8511957460082,317.4552299492332,11.722362704061469,317.4552299492332,278.81576203415545,1.0042184141457957,-0.3244486240991791,0.010323557440877304
1160.2120816017991,275.2988664520567,11.722362704061469,275.2988664520567,278.81576203415545,1.5494103764520537,-0.3244486240991791,0.010323557440877304
1243.8114859974417,300.9315579350396,11.722362704061469,300.9315579350396,278.81576203415545,1.549033821255681,-0.3244486240991791,0.010323557440877304
1145.9964031799805,200.69763961825296,11.722362704061469,200.69763961825296,278.81576203415545,1.0594952935372197,-0.3244486240991791,0.010323557440877304
605.8898158008044,464.6286724143231,11.722362704061469,464.6286724143231,278.81576203415545,0.9799173822275975,-0.3244486240991791,0.010323557440877304
1164.1323029010682,461.23138410945137,11.722362704061469,461.23138410945137,278.81576203415545,1.3983657709328288,-0.3244486240991791,0.010323557440877304
1054.9929567623149,200.7216381139229,11.722362704061469,200.7216381139229,278.81576203415545,1.213024197984506,-0.3244486240991791,0.010323557440877304
1134.7223694323773,329.16986853441165,11.722362704061469,329.16986853441165,278.81576203415545,0.9030770661823762,-0.3244486240991791,0.010323557440877304
1211.9990859328204,391.82271855335216,11.722362704061469,391.82271855335216,278.81576203415545,1.30871249583307,-0.3244486240991791,0.010323557440877304
1047.3657285963309,272.2428647564967,11.722362704061469,272.2428647564967,278.81576203415545,1.2982214605921962,-0.3244486240991791,0.010323557440877304
949.3739113858899,236.7351314915688,11.722362704061469,236.7351314915688,278.81576203415545,0.8277360511111455,-0.3244486240991791,0.010323557440877304
1282.722458614533,244.97478414686825,11.722362704061469,244.97478414686825,278.81576203415545,1.1676757793521726,-0.3244486240991791,0.010323557440877304
825.1071136175972,268.4238669126753,11.722362704061469,268.4238669126753,278.81576203415545,0.8524724675201595,-0.3244486240991791,0.010323557440877304
1045.6257218730227,462.96315553835836,11.722362704061469,462.96315553835836,278.81576203415545,1.3957248632542054,-0.3244486240991791,0.010323557440877304
925.1094891520564,480.10297867676564,11.722362704061469,480.10297867676564,278.81576203415545,1.3978821862946487,-0.3244486240991791,0.010323557440877304
618.1696585070883,170.9660174430893,11.722362704061469,170.9660174430893,278.81576203415545,0.9502756279169335,-0.3244486240991791,0.010323557440877304
969.5017842011099,211.88472470545295,11.722362704061469,211.88472470545295,278.81576203415545,1.4501234155368052,-0.3244486240991791,0.010323557440877304
721.8496821705347,419.00764693716553,11.722362704061469,419.00764693716553,278.81576203415545,1.250940297593027,-0.3244486240991791,0.010323557440877304
